admin@lpmt.com,6735862e-8be9-4ac8-ae3a-d85b60e95925,240be518fabd2724ddb6f04eeb1da5967448d7e831c08c8fa822809f74c720a9,ADMIN,true,true
Jennifer.Smith@gmail.com,50c16f0f-a8cd-4cec-aed5-ce78f2eaa97a,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Andrew.Roberson@yahoo.com,03682138-4447-4aea-9d9a-a15657731f04,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Justin.Gonzales@gmail.com,f5a30179-bd6d-447e-a06d-78e2fd5d6e89,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Brendan.Williams@yahoo.com,0109b11d-c0e8-47a1-b820-b69c35b1fe51,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Brian.Gould@yahoo.com,aca636fc-e8ae-44fb-8840-6ab57f7da81b,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jennifer.Malone@gmail.com,73afcbc7-8dda-40ad-ad7e-dda958683210,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Brittany.Cantrell@hotmail.com,d9383d28-73c0-41f4-ade7-4726ba5379fe,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Wyatt.Smith@gmail.com,9f4c4682-4c9f-4400-8efd-1f22877f4ed6,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Gary.Jones@hotmail.com,9d84bf3d-b99f-4d1c-bda1-82d955043ce1,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Derek.Salas@hotmail.com,6185fef3-1805-4cf1-b6e9-b23974f3d03c,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Angel.Sanchez@yahoo.com,2e6c06cd-377a-4e0f-b4b2-f82aacb56edb,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Edwin.Moreno@hotmail.com,4f0c3f39-6ea9-4e0c-aa3e-d09b2e9aa436,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Monica.Taylor@gmail.com,68c411fd-c40a-4216-a060-17366c13a952,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Madison.Turner@yahoo.com,4a04c68f-ffcd-4b77-b258-d9b2e34a04f2,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Debbie.Proctor@gmail.com,ae166045-c603-4152-915f-455b8cbc85fd,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jerry.Stewart@hotmail.com,15714ce6-9a5f-49c0-9d84-7c259160d9f0,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Crystal.Harris@yahoo.com,f204c813-7465-4c21-ad97-f1f92305563e,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Logan.Walsh@gmail.com,0226f969-4427-461c-afa5-5f3cfedd95c1,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jeffrey.Cooper@gmail.com,4d13a192-37f4-4624-8720-a19a2a9bbec8,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jeremy.Barker@gmail.com,1aebd235-aae6-4adb-a3c7-0fbb04a145e7,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Brian.Stuart@hotmail.com,9b8744c1-f9d1-46e3-9fc0-014ed8746d67,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Alexandra.Davis@hotmail.com,5ef90c55-318e-4bf3-b758-eac178f119b6,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Justin.Shaw@hotmail.com,fcd24d8e-6071-4cfd-bece-905135a018fe,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Daniel.Harris@gmail.com,38d4d991-033e-426b-80e8-f329867aaa96,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Anthony.Brooks@yahoo.com,ab77e191-a54b-4e5a-ab33-6b2fbf8167d5,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Lee.Larson@yahoo.com,37464881-3fb0-4eca-8622-6e4490893b9d,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Brandon.Logan@yahoo.com,9667ff09-6009-4882-a521-4783c95ef519,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Courtney.Herrera@gmail.com,87d1a5c8-0548-410d-9f8c-957c64db35a8,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
David.Moore@gmail.com,0228f04d-5b57-4c1c-8d3b-3a174fe4bb33,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Kathryn.Park@yahoo.com,e528cd66-1f2b-4a81-ac94-eb05080e333f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Elizabeth.Griffith@hotmail.com,3ec04cb7-657e-43c0-a24e-4401cfb59f8b,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Samuel.Gilbert@yahoo.com,988454ed-7fef-461a-857e-f8e8316e8335,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Deanna.Spence@hotmail.com,0148bb7b-a6cf-48f9-8b4e-3e27c377e2cc,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
William.Mccullough@yahoo.com,af974920-f358-4665-9c88-2a1b51bed42e,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Teresa.Matthews@yahoo.com,1a2bc32e-00fe-499f-98e3-ec89cf0c6d0f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jonathan.Potts@gmail.com,6040621e-a71c-425f-997c-a92941e6a2f7,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Matthew.Burgess@gmail.com,5cb53610-8929-48b1-9571-8c41b8b3e591,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
David.Watkins@gmail.com,d5d78cdd-ecc6-4f82-a1e6-8bb7a24b96e7,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Matthew.Liu@hotmail.com,72149330-65eb-495b-94d0-744c9daf7143,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jessica.Rodriguez@gmail.com,cfb81d20-8e65-4727-acf0-fb8bae942a3b,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Daniel.Herrera@yahoo.com,4733ecec-a66d-4084-9b90-a1c37107787d,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Ross.Alexander@gmail.com,85082190-c59d-4e98-95fa-b131e31edefd,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Lisa.Wallace@hotmail.com,39ab866c-40be-4f45-a67b-29fa95e072bc,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Julie.Preston@yahoo.com,c58a3509-8164-4e56-ab62-0a131858f363,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Sharon.Medina@gmail.com,90cb1bca-b472-4fbe-a30a-a8ce26c282ee,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Diane.Price@yahoo.com,b75ba89b-b6bb-4e51-8b2a-333217139145,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Kimberly.Jacobs@hotmail.com,6c9d80d7-407d-41f1-8d79-f1f7b67a237f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Tyler.Koch@gmail.com,6e22c127-1d7a-4c76-87f9-3777dc7fc48a,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Teresa.Campbell@hotmail.com,18826f6a-c858-4780-a654-e39c6884f709,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Steven.Watkins@gmail.com,344b8511-6632-4363-b3fe-d6f6db3a5385,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Julie.Mathews@gmail.com,eda65c61-32ac-4843-919c-38feabe3c0d0,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
David.Wilkins@yahoo.com,9c3f2868-3c59-43d9-869a-9b118c0f5155,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Steven.Henderson@yahoo.com,aabffa35-2637-4d67-91c8-163bb583052f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
John.Allen@gmail.com,02dd5ef3-e6dc-4a0c-827b-658bc8e1b77a,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Michael.Harding@gmail.com,06df892e-2990-467c-812e-0fe6794048d7,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Raymond.Barnes@hotmail.com,f24ff3d6-048b-4fa1-a1b3-7e605c75b01b,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Karen.Brown@gmail.com,f9a5cf98-2b2f-4800-bd89-974e4ddbe50c,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Paula.Carter@hotmail.com,8b206467-8734-4507-9fb5-103caa2ca6f5,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Daniel.Garcia@gmail.com,1d5838af-d534-4531-bec1-d8f12b8d52cb,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Kathryn.Robinson@gmail.com,35f9a5c3-2df2-4c25-9777-a8837b0681b7,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Sarah.Martin@yahoo.com,013739d2-254f-4165-9b9e-c6bc1911515d,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Kara.Leach@yahoo.com,d1d0ddc2-4921-46e7-8410-faf2811e4781,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Christine.Hebert@yahoo.com,fe5b6420-b9d1-4d7f-ae06-878e0f9e5e64,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jessica.Ford@gmail.com,da6d67f2-bd92-4074-aad9-8729cf932a9f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Lori.Pacheco@gmail.com,b3d2765f-95e2-4f6d-a006-cb62c4e7b9bb,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Breanna.Jones@hotmail.com,4523e26f-2315-46b2-801e-d92e8f02154e,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Ryan.Payne@hotmail.com,c2e375a9-47d7-422a-84f2-0b6d63caad5d,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Richard.Freeman@hotmail.com,81294cbb-23a6-4247-bc84-6e8c869dd2e4,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Tiffany.Rodriguez@hotmail.com,87d89942-7d80-4188-ad23-f103c8deaf50,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jose.Chavez@yahoo.com,724da50d-b9ea-4272-940e-dbd0dd82fe8b,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jessica.York@gmail.com,ca13ec3c-fa1f-402e-bba2-4494e4f92e1e,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Cody.Hernandez@hotmail.com,d92d4081-a8b2-4697-b6e0-a2b3e60e63bf,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
James.Wood@hotmail.com,0c18da5b-5e0e-4491-aa38-5d667c8b8d1e,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Michelle.Herrera@hotmail.com,84151281-51c4-495c-bf3e-6014d2e08bab,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Brandi.Boone@yahoo.com,15758b35-a8bc-4c30-918c-2a2d2075b866,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Carol.Harris@hotmail.com,0552c6d9-692d-4c43-bafc-435dfee758e7,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
James.Rice@yahoo.com,b3388774-8b55-453a-83e0-6e54fb8c236a,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Michelle.Glass@gmail.com,dbae3265-1f96-48cf-94ce-a0e08124c750,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Melissa.Villegas@hotmail.com,222d62b9-f87c-4d44-b987-f2bb34953e11,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Daniel.Moyer@yahoo.com,415d12fb-6565-45e7-a0f5-03545682b661,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Ashley.Irwin@gmail.com,2f29e752-dd2a-4cd7-bfed-2cd524759b34,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Mark.Murphy@yahoo.com,1c5ceae4-5fa8-4735-8644-098ae26bfc39,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Stephen.Hicks@hotmail.com,3e4064d8-81f3-419f-9bcc-d9290edd3661,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Bryce.Williamson@gmail.com,d2e1b0d5-4020-4500-b057-278bf3b1c75a,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Christopher.Sandoval@yahoo.com,d39d565f-dad2-4388-9352-b453b5fa0400,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
John.Phillips@hotmail.com,2ea719fd-d11f-4e2c-bd9a-bb9f7ab76fb3,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jessica.Buck@gmail.com,cca74908-8489-4236-8377-6ce166d13257,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Ricky.Allen@yahoo.com,f943c3a9-f721-4f43-8df3-9a42295468c2,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Andrew.Taylor@yahoo.com,963fbfb5-cdf0-465a-9602-88b629f7582a,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Lisa.Benson@hotmail.com,6abbfee9-f0b9-4bfb-8f6c-503e224bdb8a,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Shawn.Rodriguez@yahoo.com,839f211f-5268-43e5-a67a-46bee8467269,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Colleen.Mason@yahoo.com,e98fb8c4-0a53-4f1b-a59c-ecd2adcf6e6b,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Kevin.Holmes@gmail.com,a8ce5b64-dc53-4955-b120-050619f0a189,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Melissa.Cooley@yahoo.com,248d585f-93f9-4f79-8fa2-b05ed1be73cd,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Heather.Horton@yahoo.com,68ff0add-1cbb-46c5-b71b-6f31986ede28,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Lacey.Washington@yahoo.com,d1e43d95-61d8-489e-81d5-cbf4e654b06d,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Lori.Lyons@hotmail.com,3c18a259-633c-40ee-8bbd-3a82be2cf46b,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Clifford.Sims@yahoo.com,2bb205f8-4545-4e75-b16b-42a22fed75a6,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Patrick.Martinez@hotmail.com,9fd1321f-5454-4563-a559-2711b67822e7,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Joe.Phillips@yahoo.com,554f3812-d850-49ae-bffe-e3221192292c,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Christopher.Moran@gmail.com,2af9ce46-15c5-4026-bd74-280ced5b9bbf,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Alicia.Miller@yahoo.com,00408462-f812-4190-a6b0-45e8b8464c26,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Cody.Brown@yahoo.com,e7aef17e-1ce7-460a-9a93-e0d1b8e2a587,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Robert.Campbell@gmail.com,fe154aa2-ce6a-48c5-97ef-c4a8a271985e,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
John.Green@hotmail.com,8aba73c0-1f7a-4773-a220-94719468ee26,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Timothy.Andrews@hotmail.com,a8d87c9f-46f2-4625-b1f8-19ccb0aba938,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Patricia.Welch@gmail.com,c7882d32-decb-41cf-b360-50b5a9571995,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Ryan.Robinson@hotmail.com,7700d56a-c239-409f-9274-6d31c08c7853,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Amy.Mckay@gmail.com,d1b2eead-1519-47c5-baf7-f9642578a178,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Daniel.Harris@hotmail.com,ffc8358b-9d4a-4989-8a48-af78c568ae7f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Steven.Allen@hotmail.com,a6241f24-9ba4-4fb1-a092-549508abca5c,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Kayla.Cole@hotmail.com,11298bcd-5b87-4323-8a46-69454b5d572f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Wendy.Thornton@hotmail.com,1d510c5f-7128-4aa6-9092-2334fc904c80,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Elizabeth.Adams@gmail.com,7144512c-7df8-4e07-8f3f-cfbdcaaaa480,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jonathan.Chang@yahoo.com,005c8df7-d3cf-40b3-991b-0544615cdd05,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Lisa.Frederick@yahoo.com,259f9985-b8c0-45c9-9a7c-10fe8a83f6fd,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Frank.Berry@gmail.com,3e2d0e76-d43b-4632-a6c3-8201c734c38b,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
John.Beard@gmail.com,044d761c-a895-4fc5-b5ca-d6e1af525c18,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Valerie.Hunt@yahoo.com,cb9a855e-634a-431b-9a30-4e6568e3b61a,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Leah.Dixon@yahoo.com,1b5c3ed8-7c8a-47ea-841d-2d7e79f50ebc,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Shawn.Davies@yahoo.com,0473d6b2-6032-43ad-a72a-665e173ff063,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Scott.Conway@hotmail.com,c9c8a1d0-d9db-477a-a107-75612157b67f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Brian.Henderson@yahoo.com,bfe52248-db24-4c13-a346-f0573ad38951,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jordan.Steele@gmail.com,da159e65-90a2-4de5-8878-5218ce39ef17,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jeffrey.Carter@yahoo.com,2a6264f0-670e-4130-bbf5-fa0bf4fb6808,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jason.Lee@gmail.com,d0e8221e-f968-4a70-b278-d7a561a72697,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Julie.Hudson@hotmail.com,3ce45a7c-5a41-4fb9-80ce-31d00827bbf6,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Wendy.Russo@yahoo.com,5d595523-d6e6-4b38-a46e-7f523ff32145,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Nicole.Sullivan@gmail.com,667bc2c8-c3e0-4270-a6c3-486e55142e7c,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Shelly.Kidd@gmail.com,19db9194-4bd5-42ec-aa60-c8e94adbfe80,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Laura.Shannon@hotmail.com,5dd839c7-174b-49d4-b53e-97cea290a0d9,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Brittney.Lewis@yahoo.com,bf3585a6-451b-4d46-a3e2-2705bdf8c890,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jose.Smith@hotmail.com,1c74e9a2-00c6-40fe-b9a8-ac8f231e7011,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jennifer.Jackson@gmail.com,49450768-f04f-4c25-a42b-a1cfb234fbe2,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Cassandra.Roy@yahoo.com,3f69c9da-baa8-444e-940b-8169bb9f9e0c,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Debra.Willis@yahoo.com,a10afdf0-ca5f-4d88-8cd2-d5a92dda3fae,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Mary.Barnett@hotmail.com,226d3156-ed5b-4bf3-9a78-78633dac3f16,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Vanessa.Morse@gmail.com,65fa745e-61d9-43c2-9e70-7b729ecae174,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Melissa.James@hotmail.com,e56636f7-9f82-4ad2-9476-327eee125987,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
